policy_number,transaction_type,policy_status,policy_issuance_type,policy_term_yrs,product_uin,product_name,plan_name,member_id,vehicle_id,policy_type,policy_procurement_area,policy_issue_date,policy_start_date,policy_end_date,policy_expiry_date,policy_cancellation_termination_date,policy_renewal_indicator,previous_policy_number,first_policy_number,joining_date,renewal_date,total_premium_amt,od_premium_amt,tp_premium_amt,premium_loading_indicator,loading_description,total_loading_amount,premium_paid_till_date,sum_insured_amt,insured_declared_value_amt,basic_premium_rate,no_claim_bonus,deductible_compulsory_amt,deductible_voluntary_amt,zero_depreciation_flag,engine_protect_flag,rti_flag,roadside_assist_flag,key_protect_flag,pa_other_driver_flag,pa_paid_driver_flag,pa_passenger_flag,pa_owner_driver_limit_amt,distribution_channel,agent_id,partner_id,underwriting_approval_id,payment_frequency,covered_vehicle_usage,insurer_proposer_id,proposer_id,proposer_risk_commencement_date,proposer_risk_end_date,proposer_mobile_no
POL-0011080,PR,In Force (IF),Underwritten (U),1,UIN-456,Motor Insurance,Comprehensive,MEM-13210,VEH-10961,Comprehensive,Metro,2025-03-06,2025-03-06,2026-03-06,2026-03-11,,Y,POL-2333063,POL-3073193,2025-03-06,2026-03-06,6661.65,5059.21,1602.44,N,,0.0,6661.65,338195.47,338195.47,0.0230144906801622,35,1000,1000,1,1,0,0,0,0,1,1,1500000,Agent,AG-1833,PT-1061,UW-1586,Annually,Private,IP-16446,MEM-13210,2025-03-06,2026-03-06,97062571664
POL-0011081,PR,Expired (XP),Underwritten (U),1,UIN-818,Motor Insurance,Comprehensive,MEM-12198,VEH-10035,Comprehensive,Urban,2023-12-27,2023-12-27,2024-12-26,2025-01-01,,N,POL-7280320,POL-5120610,2023-12-27,,13285.44,6399.5,5846.03,Y,High risk zone,1039.91,13285.44,389601.84,389601.84,0.0164257525714162,0,500,1000,0,0,0,1,0,0,1,0,1500000,Direct Online,AG-1084,PT-1735,UW-1228,Annually,Private,IP-49363,MEM-12198,2023-12-27,2024-12-26,98406420075
POL-0011082,NB,In Force (IF),Standard (S),1,UIN-577,Motor Insurance,Standalone OD,MEM-10723,VEH-10199,Stand-alone OD,Metro,2024-12-20,2024-12-20,2025-12-20,2025-12-24,,Y,,POL-0011082,2024-12-20,2025-12-20,15715.94,14455.79,0.0,Y,NCB declaration error,1260.15,15715.94,648720.48,648720.48,0.0222835403797274,0,700,1000,0,0,0,1,0,1,1,0,1500000,Agent,AG-1439,PT-1979,UW-1085,Annually,Private,IP-68911,MEM-10723,2024-12-20,2025-12-20,98192515724
POL-0011083,NB,Expired (XP),Underwritten (U),1,UIN-195,Motor Insurance,Standalone OD,MEM-10740,VEH-14478,Stand-alone OD,Urban,2024-07-26,2024-07-26,2025-07-26,2025-07-28,,N,,POL-0011083,2024-07-26,,16713.01,15725.33,0.0,Y,High risk zone,987.68,16713.01,534059.75,534059.75,0.0294448882942472,0,700,1500,0,0,0,1,0,0,1,1,1500000,Agent,AG-1305,PT-1356,UW-1436,Annually,Private,IP-73097,MEM-10740,2024-07-26,2025-07-26,98570756262
POL-0011084,PR,In Force (IF),Underwritten (U),1,UIN-444,Motor Insurance,Comprehensive,MEM-12781,VEH-11884,Comprehensive,Metro,2025-03-08,2025-03-08,2026-03-08,2026-03-08,,Y,POL-6442038,POL-8657583,2025-03-08,2026-03-08,73060.14,70362.25,2697.89,X,,0.0,73060.14,2615321.44,2615321.44,0.0336298293875095,20,500,1500,0,0,1,0,0,1,0,1,1500000,Bancassurance,AG-1465,PT-1518,UW-1237,Annually,Private,IP-43127,MEM-12781,2025-03-08,2026-03-08,98650645396
POL-0011085,NB,In Force (IF),Standard (S),1,UIN-623,Motor Insurance,Standalone OD,MEM-11838,VEH-11376,Stand-alone OD,Rural,2025-08-20,2025-08-20,2026-08-20,2026-08-22,,Y,,POL-0011085,2025-08-20,2026-08-20,20345.24,18728.11,0.0,Y,Young driver surcharge,1617.13,20345.24,555071.93,555071.93,0.0337399686820169,0,700,1500,0,0,0,1,0,1,1,1,1500000,Agent,AG-1580,PT-1267,UW-1581,Annually,Private,IP-42410,MEM-11838,2025-08-20,2026-08-20,98646340211
POL-0011086,NB,In Force (IF),Underwritten (U),1,UIN-733,Motor Insurance,Third-Party,MEM-12177,VEH-12202,Third-Party Only,Metro,2025-07-22,2025-07-22,2026-07-22,2026-07-28,,Y,,POL-0011086,2025-07-22,2026-07-22,5091.59,0.0,5091.59,N,,0.0,5091.59,506518.17,506518.17,0.0281257429494821,0,700,0,0,0,0,0,1,1,0,0,1500000,Agent,AG-1173,PT-1105,UW-1002,Annually,Private,IP-83331,MEM-12177,2025-07-22,2026-07-22,99984981823
POL-0011087,NB,In Force (IF),Underwritten (U),1,UIN-297,Motor Insurance,Standalone OD,MEM-10625,VEH-11652,Stand-alone OD,Metro,2025-04-10,2025-04-10,2026-04-10,2026-04-16,,Y,,POL-0011087,2025-04-10,2026-04-10,15981.41,15981.41,0.0,N,,0.0,15981.41,550706.28,550706.28,0.0290198467285472,0,1000,1500,0,0,0,1,0,0,0,0,1500000,Direct Online,AG-1958,PT-1969,UW-1151,Annually,Private,IP-93055,MEM-10625,2025-04-10,2026-04-10,98002890358
POL-0011088,PR,In Force (IF),Standard (S),1,UIN-606,Motor Insurance,Standalone OD,MEM-12356,VEH-12346,Stand-alone OD,Urban,2025-02-22,2025-02-22,2026-02-22,2026-02-25,,Y,POL-9536423,POL-6988105,2025-02-22,2026-02-22,7520.75,6904.66,0.0,Y,Young driver surcharge,616.09,7520.75,217251.9,217251.9,0.0397272948815399,20,1000,1000,0,0,0,1,0,0,1,0,1500000,Bancassurance,AG-1959,PT-1892,UW-1866,Annually,Private,IP-50406,MEM-12356,2025-02-22,2026-02-22,97292732359
POL-0011089,NB,In Force (IF),Standard (S),1,UIN-711,Motor Insurance,Third-Party,MEM-11235,VEH-13867,Third-Party Only,Urban,2025-03-25,2025-03-25,2026-03-25,2026-03-30,,Y,,POL-0011089,2025-03-25,2026-03-25,4776.36,0.0,4776.36,N,,0.0,4776.36,396329.79,396329.79,0.0157339754710317,0,1000,0,0,0,0,0,0,1,1,1,1500000,Bancassurance,AG-1188,PT-1698,UW-1474,Annually,Private,IP-73225,MEM-11235,2025-03-25,2026-03-25,99870875899
POL-0011090,PR,In Force (IF),Underwritten (U),1,UIN-758,Motor Insurance,Comprehensive,MEM-10221,VEH-12634,Comprehensive,Metro,2025-10-06,2025-10-06,2026-10-06,2026-10-10,,Y,POL-2483120,POL-4799646,2025-10-06,2026-10-06,8372.02,5851.72,2520.3,N,,0.0,8372.02,317184.83,317184.83,0.0283829686820965,35,1000,1500,1,0,1,1,0,1,1,0,1500000,Agent,AG-1176,PT-1474,UW-1762,Monthly,Private,IP-39404,MEM-10221,2025-10-06,2026-10-06,98303748889
POL-0011091,PR,In Force (IF),Standard (S),1,UIN-364,Motor Insurance,Comprehensive,MEM-10776,VEH-12025,Comprehensive,Urban,2025-07-14,2025-07-14,2026-07-14,2026-07-14,,Y,POL-9563957,POL-2569881,2025-07-14,2026-07-14,12631.86,8126.01,4505.85,X,,0.0,12631.86,570539.52,570539.52,0.0284853360569489,50,0,1000,0,1,1,1,1,0,0,0,1500000,Agent,AG-1749,PT-1895,UW-1720,Annually,Private,IP-79925,MEM-10776,2025-07-14,2026-07-14,98347449619
POL-0011092,PR,In Force (IF),Underwritten (U),1,UIN-620,Motor Insurance,Third-Party,MEM-10336,VEH-13015,Third-Party Only,Urban,2025-04-01,2025-04-01,2026-04-01,2026-04-06,,Y,POL-3715675,POL-9660499,2025-04-01,2026-04-01,6966.26,0.0,6527.94,Y,High risk zone,438.32,6966.259999999999,615468.01,615468.01,0.0297573971045978,45,500,0,0,0,0,1,0,1,0,1,1500000,Bancassurance,AG-1515,PT-1160,UW-1671,Annually,Private,IP-16127,MEM-10336,2025-04-01,2026-04-01,99641897873
POL-0011093,NB,In Force (IF),Standard (S),1,UIN-501,Motor Insurance,Third-Party,MEM-12137,VEH-14263,Third-Party Only,Rural,2025-10-22,2025-10-22,2026-10-22,2026-10-24,,Y,,POL-0011093,2025-10-22,2026-10-22,2659.94,0.0,2460.73,Y,High risk zone,199.21,2659.94,304452.29,304452.29,0.0227154486952757,0,1000,0,0,0,0,0,0,1,1,1,1500000,Broker,AG-1114,PT-1076,UW-1828,Annually,Private,IP-94612,MEM-12137,2025-10-22,2026-10-22,98057421187
POL-0011094,PR,In Force (IF),Underwritten (U),1,UIN-173,Motor Insurance,Standalone OD,MEM-10467,VEH-12073,Stand-alone OD,Metro,2025-01-13,2025-01-13,2026-01-13,2026-01-15,,Y,POL-4423823,POL-9683941,2025-01-13,2026-01-13,25859.28,25859.28,0.0,N,,0.0,25859.28,1334301.51,1334301.51,0.0352370734586419,45,1000,1500,0,0,0,1,1,0,1,1,1500000,Direct Online,AG-1027,PT-1073,UW-1053,Annually,Private,IP-31253,MEM-10467,2025-01-13,2026-01-13,98232858560
POL-0011095,NB,In Force (IF),Standard (S),1,UIN-654,Motor Insurance,Standalone OD,MEM-12687,VEH-10706,Stand-alone OD,Urban,2025-01-07,2025-01-07,2026-01-07,2026-01-14,,Y,,POL-0011095,2025-01-07,2026-01-07,13141.87,13141.87,0.0,X,,0.0,13141.87,447023.37,447023.37,0.0293986267585566,0,500,1000,0,0,0,0,0,1,1,0,1500000,Bancassurance,AG-1296,PT-1907,UW-1960,Annually,Private,IP-48402,MEM-12687,2025-01-07,2026-01-07,99210566917
POL-0011096,PR,In Force (IF),Underwritten (U),1,UIN-524,Motor Insurance,Third-Party,MEM-11145,VEH-13652,Third-Party Only,Urban,2025-05-28,2025-05-28,2026-05-28,2026-05-31,,Y,POL-4158100,POL-6745202,2025-05-28,2026-05-28,7037.02,0.0,7037.02,N,,0.0,7037.02,360044.88,360044.88,0.0153102995386697,35,0,0,0,0,0,0,0,0,0,1,1500000,Broker,AG-1417,PT-1381,UW-1597,Annually,Private,IP-42326,MEM-11145,2025-05-28,2026-05-28,99741900376
POL-0011097,NB,In Force (IF),Standard (S),1,UIN-335,Motor Insurance,Standalone OD,MEM-12121,VEH-12359,Stand-alone OD,Metro,2025-05-27,2025-05-27,2026-05-27,2026-05-30,,Y,,POL-0011097,2025-05-27,2026-05-27,13191.92,13191.92,0.0,X,,0.0,13191.92,422622.61,422622.61,0.0312144110517724,0,500,1500,0,0,0,1,0,0,0,0,1500000,Bancassurance,AG-1016,PT-1768,UW-1353,Annually,Private,IP-68162,MEM-12121,2025-05-27,2026-05-27,97590434508
POL-0011098,NB,In Force (IF),Underwritten (U),1,UIN-103,Motor Insurance,Standalone OD,MEM-10128,VEH-14467,Stand-alone OD,Metro,2024-11-28,2024-11-28,2025-11-28,2025-11-30,,Y,,POL-0011098,2024-11-28,2025-11-28,27656.43,27656.43,0.0,N,,0.0,27656.43,716502.5,716502.5,0.0385992024768863,0,500,2000,0,0,0,0,0,1,0,0,1500000,Bancassurance,AG-1956,PT-1188,UW-1397,Annually,Private,IP-38567,MEM-10128,2024-11-28,2025-11-28,97007947931
POL-0011099,NB,In Force (IF),Standard (S),1,UIN-874,Motor Insurance,Comprehensive,MEM-12225,VEH-11586,Comprehensive,Urban,2025-07-18,2025-07-18,2026-07-18,2026-07-24,,Y,,POL-0011099,2025-07-18,2026-07-18,8765.16,3264.29,5500.87,N,,0.0,8765.16,166979.02,166979.02,0.0195491270274996,0,500,2000,1,0,0,0,1,0,1,1,1500000,Bancassurance,AG-1624,PT-1775,UW-1419,Annually,Private,IP-52525,MEM-12225,2025-07-18,2026-07-18,99449868011
POL-0011100,NB,In Force (IF),Underwritten (U),1,UIN-231,Motor Insurance,Comprehensive,MEM-11394,VEH-11296,Comprehensive,Urban,2025-03-31,2025-03-31,2026-03-31,2026-04-03,,Y,,POL-0011100,2025-03-31,2026-03-31,8323.86,6284.71,2039.15,X,,0.0,8323.86,180133.64,180133.64,0.0348891792596597,0,0,1000,0,1,0,0,0,1,1,0,1500000,Bancassurance,AG-1150,PT-1748,UW-1343,Half-Yearly,Private,IP-74062,MEM-11394,2025-03-31,2026-03-31,98643508276
POL-0011101,PR,In Force (IF),Standard (S),1,UIN-328,Motor Insurance,Third-Party,MEM-10873,VEH-10266,Third-Party Only,Metro,2024-11-01,2024-11-01,2025-11-01,2025-11-08,,Y,POL-2299027,POL-4717010,2024-11-01,2025-11-01,2267.15,0.0,2070.14,Y,Young driver surcharge,197.01,2267.15,1083071.28,1083071.28,0.0298871446583981,50,500,0,0,0,0,0,0,1,0,1,1500000,Bancassurance,AG-1120,PT-1859,UW-1464,Annually,Private,IP-14767,MEM-10873,2024-11-01,2025-11-01,99243227795
POL-0011102,NB,In Force (IF),Underwritten (U),1,UIN-681,Motor Insurance,Comprehensive,MEM-11044,VEH-14435,Comprehensive,Metro,2025-02-27,2025-02-27,2026-02-27,2026-02-27,,Y,,POL-0011102,2025-02-27,2026-02-27,9380.63,4375.51,5005.12,X,,0.0,9380.63,285851.32,285851.32,0.0153069268603775,0,1000,2000,1,1,1,1,0,0,0,1,1500000,Direct Online,AG-1961,PT-1058,UW-1554,Annually,Private,IP-38348,MEM-11044,2025-02-27,2026-02-27,98196493103
POL-0011103,PR,In Force (IF),Underwritten (U),1,UIN-629,Motor Insurance,Third-Party,MEM-10536,VEH-11836,Third-Party Only,Metro,2025-01-11,2025-01-11,2026-01-11,2026-01-11,,Y,POL-2417042,POL-2535292,2025-01-11,2026-01-11,7306.73,0.0,7306.73,N,,0.0,7306.73,377742.85,377742.85,0.0197873712836069,25,500,0,0,0,0,0,1,0,1,1,1500000,Agent,AG-1295,PT-1052,UW-1370,Annually,Private,IP-45030,MEM-10536,2025-01-11,2026-01-11,97598556522
POL-0011104,NB,Expired (XP),Underwritten (U),1,UIN-611,Motor Insurance,Comprehensive,MEM-11166,VEH-10908,Comprehensive,Urban,2024-01-02,2024-01-02,2025-01-01,2025-01-01,,N,,POL-0011104,2024-01-02,,12576.69,7004.38,5572.31,X,,0.0,9773.09,280171.29,280171.29,0.0250003327756088,0,0,0,0,0,1,0,0,0,0,0,1500000,Agent,AG-1030,PT-1620,UW-1995,Annually,Private,IP-73183,MEM-11166,2024-01-02,2025-01-01,97585114803
POL-0011105,PR,In Force (IF),Underwritten (U),1,UIN-625,Motor Insurance,Third-Party,MEM-11625,VEH-14697,Third-Party Only,Metro,2025-08-26,2025-08-26,2026-08-26,2026-09-02,,Y,POL-3746408,POL-5165105,2025-08-26,2026-08-26,5439.12,0.0,4847.7,Y,Young driver surcharge,591.42,5439.12,400459.75,400459.75,0.0231085289261991,50,700,0,0,0,0,0,0,0,0,0,1500000,Direct Online,AG-1331,PT-1632,UW-1704,Half-Yearly,Private,IP-90933,MEM-11625,2025-08-26,2026-08-26,98126449972
POL-0011106,NB,Terminated (TM),Underwritten (U),1,UIN-115,Motor Insurance,Comprehensive,MEM-12339,VEH-12491,Comprehensive,Urban,2023-12-01,2023-12-01,2024-11-30,2024-12-07,2024-11-30,X,,POL-0011106,2023-12-01,,18779.4,16118.54,2660.86,N,,0.0,18779.4,775807.94,775807.94,0.0207764601442081,0,1000,1000,1,0,0,0,0,0,0,0,1500000,Bancassurance,AG-1272,PT-1789,UW-1823,Annually,Private,IP-99094,MEM-12339,2023-12-01,2024-11-30,99951187865
POL-0011107,PR,Expired (XP),Standard (S),1,UIN-963,Motor Insurance,Comprehensive,MEM-13035,VEH-12406,Comprehensive,Metro,2024-07-17,2024-07-17,2025-07-17,2025-07-18,,N,POL-8571227,POL-3658845,2024-07-17,,9385.32,7159.64,2225.68,N,,0.0,9385.32,353578.55,353578.55,0.0202490859419122,0,0,1500,0,1,0,1,0,0,0,0,1500000,Bancassurance,AG-1467,PT-1018,UW-1793,Annually,Private,IP-84528,MEM-13035,2024-07-17,2025-07-17,98942280683
POL-0011108,NB,Expired (XP),Underwritten (U),1,UIN-760,Motor Insurance,Standalone OD,MEM-12327,VEH-14003,Stand-alone OD,Metro,2024-04-13,2024-04-13,2025-04-13,2025-04-16,,N,,POL-0011108,2024-04-13,,13152.34,13152.34,0.0,X,,0.0,13152.34,538671.92,538671.92,0.0244162423401669,0,0,1000,0,0,0,1,0,1,0,1,1500000,Direct Online,AG-1069,PT-1511,UW-1887,Annually,Private,IP-99729,MEM-12327,2024-04-13,2025-04-13,97886440904
POL-0011109,PR,In Force (IF),Underwritten (U),1,UIN-858,Motor Insurance,Third-Party,MEM-10954,VEH-10917,Third-Party Only,Urban,2025-04-25,2025-04-25,2026-04-25,2026-04-27,,Y,POL-6018966,POL-7021773,2025-04-25,2026-04-25,3360.03,0.0,3360.03,X,,0.0,3360.03,401106.18,401106.18,0.0340021186070492,50,1000,0,0,0,0,0,0,0,0,1,1500000,Broker,AG-1980,PT-1160,UW-1303,Annually,Private,IP-37217,MEM-10954,2025-04-25,2026-04-25,97128311731
POL-0011110,PR,In Force (IF),Standard (S),1,UIN-878,Motor Insurance,Third-Party,MEM-11151,VEH-11510,Third-Party Only,Rural,2025-02-22,2025-02-22,2026-02-22,2026-02-23,,Y,POL-7027385,POL-4288832,2025-02-22,2026-02-22,3121.81,0.0,3121.81,N,,0.0,3121.81,654406.29,654406.29,0.0393464930857465,50,500,0,0,0,0,0,0,0,0,0,1500000,Direct Online,AG-1458,PT-1366,UW-1535,Annually,Private,IP-96000,MEM-11151,2025-02-22,2026-02-22,97191498617
POL-0011111,PR,In Force (IF),Underwritten (U),1,UIN-512,Motor Insurance,Standalone OD,MEM-11072,VEH-13516,Stand-alone OD,Urban,2025-08-04,2025-08-04,2026-08-04,2026-08-06,,Y,POL-5442999,POL-4044909,2025-08-04,2026-08-04,8337.78,8337.78,0.0,N,,0.0,8337.78,422912.4,422912.4,0.0246439308104634,20,700,1000,0,0,0,0,0,0,1,1,1500000,Agent,AG-1383,PT-1120,UW-1033,Annually,Private,IP-29421,MEM-11072,2025-08-04,2026-08-04,98823865227
POL-0011112,PR,In Force (IF),Standard (S),1,UIN-341,Motor Insurance,Comprehensive,MEM-13186,VEH-14807,Comprehensive,Urban,2025-04-17,2025-04-17,2026-04-17,2026-04-21,,Y,POL-8894133,POL-5069374,2025-04-17,2026-04-17,12248.82,4726.98,6687.23,Y,Young driver surcharge,834.61,12248.82,487712.26,487712.26,0.019384268166461,50,700,1000,1,1,1,1,1,0,0,1,1500000,Direct Online,AG-1051,PT-1572,UW-1884,Monthly,Private,IP-40835,MEM-13186,2025-04-17,2026-04-17,99133769657
POL-0011113,PR,Terminated (TM),Underwritten (U),1,UIN-718,Motor Insurance,Comprehensive,MEM-10447,VEH-10503,Comprehensive,Rural,2023-12-25,2023-12-25,2024-12-24,2024-12-24,2024-12-24,X,POL-7683445,POL-2813743,2023-12-25,,14510.2,12242.84,2267.36,N,,0.0,14510.2,445237.44,445237.44,0.0274973270905278,0,500,1000,1,1,1,0,1,1,1,0,1500000,Bancassurance,AG-1416,PT-1061,UW-1568,Annually,Private,IP-98444,MEM-10447,2023-12-25,2024-12-24,99105484662
POL-0011114,NB,In Force (IF),Standard (S),1,UIN-774,Motor Insurance,Comprehensive,MEM-10786,VEH-11599,Comprehensive,Rural,2025-10-17,2025-10-17,2026-10-17,2026-10-18,,Y,,POL-0011114,2025-10-17,2026-10-17,16278.21,11067.09,5211.12,N,,0.0,16278.21,464530.96,464530.96,0.0238242323512868,0,0,1000,0,0,0,1,0,1,1,0,1500000,Bancassurance,AG-1998,PT-1738,UW-1505,Annually,Private,IP-18641,MEM-10786,2025-10-17,2026-10-17,97481999487
POL-0011115,PR,In Force (IF),Underwritten (U),1,UIN-429,Motor Insurance,Comprehensive,MEM-13010,VEH-14536,Comprehensive,Urban,2025-07-21,2025-07-21,2026-07-21,2026-07-23,,Y,POL-1039063,POL-3848233,2025-07-21,2026-07-21,16914.81,12295.08,4619.73,N,,0.0,16914.809999999998,522397.98,522397.98,0.0362089848313918,35,1000,2000,0,1,0,1,0,1,0,1,1500000,Direct Online,AG-1131,PT-1223,UW-1889,Annually,Private,IP-50440,MEM-13010,2025-07-21,2026-07-21,99529249342
POL-0011116,PR,In Force (IF),Underwritten (U),1,UIN-327,Motor Insurance,Third-Party,MEM-11565,VEH-12717,Third-Party Only,Urban,2025-08-26,2025-08-26,2026-08-26,2026-08-29,,Y,POL-9521877,POL-9939991,2025-08-26,2026-08-26,1660.79,0.0,1660.79,N,,0.0,1660.79,1544831.87,1544831.87,0.0219574984462793,45,1000,0,0,0,0,1,0,0,0,0,1500000,Agent,AG-1367,PT-1996,UW-1420,Annually,Private,IP-14714,MEM-11565,2025-08-26,2026-08-26,98405964273
POL-0011117,PR,In Force (IF),Underwritten (U),1,UIN-316,Motor Insurance,Standalone OD,MEM-11822,VEH-14844,Stand-alone OD,Rural,2025-08-14,2025-08-14,2026-08-14,2026-08-17,,Y,POL-1694310,POL-8299159,2025-08-14,2026-08-14,11881.31,11881.31,0.0,N,,0.0,11881.31,693321.36,693321.36,0.021421008130818,20,1000,2000,0,0,0,0,0,0,0,1,1500000,Agent,AG-1239,PT-1561,UW-1092,Annually,Private,IP-20274,MEM-11822,2025-08-14,2026-08-14,98149554371
POL-0011118,NB,In Force (IF),Underwritten (U),1,UIN-599,Motor Insurance,Third-Party,MEM-12763,VEH-12495,Third-Party Only,Urban,2025-03-13,2025-03-13,2026-03-13,2026-03-13,,Y,,POL-0011118,2025-03-13,2026-03-13,4599.84,0.0,4599.84,N,,0.0,4599.84,509968.14,509968.14,0.0189753475350166,0,500,0,0,0,0,1,0,0,1,1,1500000,Direct Online,AG-1637,PT-1314,UW-1669,Annually,Private,IP-42514,MEM-12763,2025-03-13,2026-03-13,99224359384
POL-0011119,NB,In Force (IF),Standard (S),1,UIN-511,Motor Insurance,Standalone OD,MEM-13165,VEH-11409,Stand-alone OD,Urban,2025-05-22,2025-05-22,2026-05-22,2026-05-22,,Y,,POL-0011119,2025-05-22,2026-05-22,8442.28,7569.86,0.0,Y,Young driver surcharge,872.42,8442.279999999999,277619.46,277619.46,0.027267039480377,0,700,1500,0,0,0,0,0,1,1,1,1500000,Bancassurance,AG-1074,PT-1797,UW-1875,Annually,Private,IP-20895,MEM-13165,2025-05-22,2026-05-22,99742369977
POL-0011120,PR,In Force (IF),Standard (S),1,UIN-773,Motor Insurance,Comprehensive,MEM-11775,VEH-11119,Comprehensive,Urban,2025-01-08,2025-01-08,2026-01-08,2026-01-11,,Y,POL-9053694,POL-7046091,2025-01-08,2026-01-08,14243.44,8146.06,6097.38,N,,0.0,14243.44,387890.51,387890.51,0.0280012163930683,25,500,2000,0,1,0,0,0,0,1,1,1500000,Agent,AG-1180,PT-1699,UW-1646,Annually,Private,IP-39216,MEM-11775,2025-01-08,2026-01-08,97694943518
POL-0011121,PR,In Force (IF),Underwritten (U),1,UIN-230,Motor Insurance,Third-Party,MEM-12284,VEH-11197,Third-Party Only,Urban,2025-02-02,2025-02-02,2026-02-02,2026-02-02,,Y,POL-5997198,POL-2386367,2025-02-02,2026-02-02,6378.0,0.0,6378.0,N,,0.0,6378.0,317839.47,317839.47,0.0217140886931402,50,0,0,0,0,0,1,0,0,1,1,1500000,Broker,AG-1886,PT-1806,UW-1236,Annually,Private,IP-20432,MEM-12284,2025-02-02,2026-02-02,97620791287
POL-0011122,NB,In Force (IF),Standard (S),1,UIN-170,Motor Insurance,Comprehensive,MEM-12413,VEH-13870,Comprehensive,Metro,2025-03-29,2025-03-29,2026-03-29,2026-03-31,,Y,,POL-0011122,2025-03-29,2026-03-29,21324.4,14460.36,5194.46,Y,NCB declaration error,1669.58,21324.4,498888.57,498888.57,0.028985149497777,0,1000,1500,1,0,0,0,0,0,1,1,1500000,Broker,AG-1866,PT-1091,UW-1843,Annually,Private,IP-97776,MEM-12413,2025-03-29,2026-03-29,97078076975
POL-0011123,NB,In Force (IF),Standard (S),1,UIN-266,Motor Insurance,Third-Party,MEM-12764,VEH-13726,Third-Party Only,Urban,2024-12-02,2024-12-02,2025-12-02,2025-12-07,,Y,,POL-0011123,2024-12-02,2025-12-02,2324.69,0.0,2324.69,N,,0.0,2324.69,628963.02,628963.02,0.0317615012020996,0,0,0,0,0,0,1,1,0,0,1,1500000,Broker,AG-1004,PT-1837,UW-1054,Annually,Private,IP-75956,MEM-12764,2024-12-02,2025-12-02,97328719704
POL-0011124,NB,In Force (IF),Underwritten (U),1,UIN-699,Motor Insurance,Comprehensive,MEM-10527,VEH-13631,Comprehensive,Urban,2025-07-02,2025-07-02,2026-07-02,2026-07-06,,Y,,POL-0011124,2025-07-02,2026-07-02,11852.09,9843.02,2009.07,N,,0.0,11852.09,379068.64,379068.64,0.0259663336153622,0,0,1500,1,0,1,1,0,1,0,1,1500000,Agent,AG-1167,PT-1166,UW-1828,Annually,Private,IP-50182,MEM-10527,2025-07-02,2026-07-02,97937530571
POL-0011125,PR,Expired (XP),Standard (S),1,UIN-300,Motor Insurance,Standalone OD,MEM-10459,VEH-10678,Stand-alone OD,Rural,2024-04-21,2024-04-21,2025-04-21,2025-04-26,,N,POL-3611926,POL-9765708,2024-04-21,,9245.79,9245.79,0.0,X,,0.0,9245.79,523083.05,523083.05,0.0176755584184873,0,700,1500,0,0,0,0,0,0,0,0,1500000,Direct Online,AG-1930,PT-1013,UW-1975,Annually,Private,IP-19290,MEM-10459,2024-04-21,2025-04-21,98403052686
POL-0011126,NB,In Force (IF),Underwritten (U),1,UIN-437,Motor Insurance,Standalone OD,MEM-11659,VEH-10775,Stand-alone OD,Metro,2025-02-23,2025-02-23,2026-02-23,2026-02-26,,Y,,POL-0011126,2025-02-23,2026-02-23,24453.45,21765.88,0.0,Y,High risk zone,2687.57,24453.45,534045.45,534045.45,0.0407566149262895,0,0,1000,0,0,0,1,0,1,0,1,1500000,Agent,AG-1481,PT-1923,UW-1528,Annually,Private,IP-10343,MEM-11659,2025-02-23,2026-02-23,98077700849
POL-0011127,PR,Expired (XP),Standard (S),1,UIN-586,Motor Insurance,Third-Party,MEM-12093,VEH-10018,Third-Party Only,Urban,2024-06-02,2024-06-02,2025-06-02,2025-06-05,,N,POL-3493163,POL-9857105,2024-06-02,,7209.52,0.0,7209.52,X,,0.0,7209.52,306008.71,306008.71,0.0241312666627783,0,700,0,0,0,0,1,0,1,0,1,1500000,Direct Online,AG-1025,PT-1141,UW-1589,Annually,Private,IP-29338,MEM-12093,2024-06-02,2025-06-02,99802755670
POL-0011128,PR,In Force (IF),Underwritten (U),1,UIN-242,Motor Insurance,Comprehensive,MEM-12983,VEH-13964,Comprehensive,Metro,2025-07-10,2025-07-10,2026-07-10,2026-07-16,,Y,POL-4406029,POL-3915969,2025-07-10,2026-07-10,21785.35,16368.63,5416.72,N,,0.0,21785.35,1419564.65,1419564.65,0.0153743211312944,25,700,1500,0,0,0,1,0,0,0,1,1500000,Agent,AG-1925,PT-1608,UW-1521,Annually,Private,IP-19564,MEM-12983,2025-07-10,2026-07-10,99210047696
POL-0011129,PR,In Force (IF),Standard (S),1,UIN-474,Motor Insurance,Comprehensive,MEM-10674,VEH-13292,Comprehensive,Rural,2025-02-09,2025-02-09,2026-02-09,2026-02-11,,Y,POL-6596124,POL-6627325,2025-02-09,2026-02-09,18355.43,12827.62,5527.81,N,,0.0,18355.43,573054.38,573054.38,0.0298461938707567,25,1000,1500,0,0,0,0,1,1,1,1,1500000,Agent,AG-1973,PT-1821,UW-1598,Annually,Private,IP-83525,MEM-10674,2025-02-09,2026-02-09,99312410700
