damaged_part_key,reference_num,product_index,claim_id,manufacturer_name,model_name,model_variant,num_parts_group_cd,txt_parts_group_name,txt_parts_name,cur_garage_estimate,cur_billed_amount,cur_surveyor_approval,num_tax,cur_tax_amount,num_depreciation,cur_depreciation_amount,cur_net_amount,txt_info1,txt_info2,txt_info3,num_part_code,txt_repair_type,dat_insert_date,surveyor_id,garage_id
DPRT-006410,80403c19-baf3-4afb-a9b5-d130df42e3f5,N014290,CLM-00970,MARUTI,SWIFT,1.2 VXi BS IV,1,Metalic Parts,Door Front Right,17800.13,16362.05,16362.05,28.0,4581.37,40.0,6544.82,14398.6,Pre-existing damage suspected,Surveyor noted minor scratch,,198,Replace,2025-11-03,SUR-52,GAR-178
DPRT-006411,0f369a7b-ee79-4a88-a754-9d106d59c2cc,N014290,CLM-00970,MARUTI,SWIFT,1.2 VXi BS IV,3,Rubber Plastic Parts,Bumper Front Upper,3885.46,3694.24,3694.24,28.0,1034.39,0.0,0.0,4728.63,Pre-existing damage suspected,,,346,Replace,2025-11-03,SUR-52,GAR-178
DPRT-006412,bda2e14a-fb18-4f3e-b440-ac724eceda46,N055527,CLM-00971,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Grille Radiator Lower,2555.42,2411.88,2411.88,18.0,434.14,40.0,964.75,1881.27,Part ordered late,,,389,Replace,2025-11-03,SUR-40,GAR-157
DPRT-006413,6e0fc6d0-e800-4755-bee9-1ef5820e08fc,N055527,CLM-00971,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Fender Wheel Well Lining|Guard|Cover Right,1513.3,1392.31,1392.31,28.0,389.85,40.0,556.92,1225.24,Rush job,,,353,Replace,2025-11-03,SUR-40,GAR-157
DPRT-006414,548799a1-3627-4e2d-920e-973f9284c9e0,N055527,CLM-00971,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Bumper Front Assembly,6873.45,6317.94,6317.94,28.0,1769.02,0.0,0.0,8086.96,Part ordered late,,,341,Replace,2025-11-03,SUR-40,GAR-157
DPRT-006415,3ae44dd5-080f-4054-967f-623542b01656,N014289,CLM-00972,MARUTI,ALTO,K10 VXI,1,Metalic Parts,Fender Panel Front Left,4246.75,3978.15,3978.15,28.0,1113.88,40.0,1591.26,3500.77,Part ordered late,Surveyor noted minor scratch,,171,Replace,2025-11-03,SUR-10,GAR-141
DPRT-006416,acef1676-1754-492c-94b3-32f28231f034,N014289,CLM-00972,MARUTI,ALTO,K10 VXI,3,Rubber Plastic Parts,Tail Light Right,6165.3,5620.38,5620.38,18.0,1011.67,40.0,2248.15,4383.9,,Customer escalated delay,,336,Replace,2025-11-03,SUR-10,GAR-141
DPRT-006417,36f8ec2d-17fb-4188-89b8-421153f4d793,N014289,CLM-00972,MARUTI,ALTO,K10 VXI,3,Rubber Plastic Parts,Bracket 2,489.36,459.21,459.21,28.0,128.58,35.0,160.72,427.07,,,,319,Replace,2025-11-03,SUR-10,GAR-141
DPRT-006418,5f1b9cda-64c1-436a-a666-27194dabc5a5,N014289,CLM-00972,MARUTI,ALTO,K10 VXI,3,Rubber Plastic Parts,Bumper Front Assembly,5599.22,5143.38,5143.38,28.0,1440.15,40.0,2057.35,4526.18,Part ordered late,Customer escalated delay,,341,Replace,2025-11-03,SUR-10,GAR-141
DPRT-006419,92f7baa3-28ec-43a2-ae96-7927bee01b06,N014290,CLM-00973,HONDA,AMAZE,1.5 SMT i-DTEC,3,Rubber Plastic Parts,Moulding Front Windshield,1121.14,1025.35,1025.35,18.0,184.56,40.0,410.14,799.77,Part ordered late,Surveyor noted minor scratch,,385,Replace,2025-11-03,SUR-21,GAR-160
DPRT-006420,7c662d86-8943-49a7-8ad0-65376b798ddd,N014290,CLM-00973,HONDA,AMAZE,1.5 SMT i-DTEC,1,Metalic Parts,Carrier Radiator Support Upper Member,3263.68,2984.12,2984.12,28.0,835.55,40.0,1193.65,2626.02,Part ordered late,Customer escalated delay,,176,Replace,2025-11-03,SUR-21,GAR-160
DPRT-006421,6fe96a78-37a3-44d1-9956-97574c9f77bb,N014290,CLM-00973,HONDA,AMAZE,1.5 SMT i-DTEC,3,Rubber Plastic Parts,Bumper Front Assembly,6551.66,6170.49,6170.49,18.0,1110.69,40.0,2468.2,4812.98,Pre-existing damage suspected,Customer escalated delay,,341,Replace,2025-11-03,SUR-21,GAR-160
DPRT-006422,3794377c-6bec-483e-baca-3e7c29c1d3dc,N161523,CLM-00974,HONDA,AMAZE,1.2 VXMT i-VTEC,6,Consumable,Retainer Assembly Front Bumper Cover Mounting 1,430.78,399.86,399.86,28.0,111.96,5.0,19.99,491.83,,Surveyor noted minor scratch,,560,Replace,2025-11-03,SUR-22,GAR-137
DPRT-006423,17237b67-afd2-4363-ad80-b04d6a191f00,N161523,CLM-00974,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Bracket 1,514.24,473.57,473.57,28.0,132.6,15.0,71.04,535.13,Rush job,Surveyor noted minor scratch,,360,Replace,2025-11-03,SUR-22,GAR-137
DPRT-006424,c391e43b-05f6-404b-86da-b83f8b46f21d,N161523,CLM-00974,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Bracket Front Bumper Right,282.53,256.89,256.89,28.0,71.93,15.0,38.53,290.29,,Customer escalated delay,,342,Replace,2025-11-03,SUR-22,GAR-137
DPRT-006425,c58cd252-3d3f-4c3b-ac69-5d2ed7558f1c,N161523,CLM-00974,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Grille Radiator Upper,5793.96,5321.2,5321.2,28.0,1489.94,10.0,532.12,6279.02,Rush job,,,384,Replace,2025-11-03,SUR-22,GAR-137
DPRT-006426,8ce6d456-48ec-4dc2-875c-9708423c72d5,N014290,CLM-00975,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bracket 1,477.58,448.28,448.28,28.0,125.52,25.0,112.07,461.73,Rush job,Surveyor noted minor scratch,,360,Replace,2025-11-03,SUR-22,GAR-124
DPRT-006427,2e230d1c-1917-49d3-8af5-e746d9b40e7a,N014290,CLM-00975,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bumper Rear Assembly,6987.94,6652.57,6652.57,18.0,1197.46,15.0,997.89,6852.14,,,,347,Replace,2025-11-03,SUR-22,GAR-124
DPRT-006428,d5518d5b-118f-4744-ac4c-603d72bf3d75,N014290,CLM-00975,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Tail Light Left,6341.61,5959.78,5959.78,28.0,1668.74,40.0,2383.91,5244.61,Rush job,Customer escalated delay,,326,Replace,2025-11-03,SUR-22,GAR-124
DPRT-006429,43258aa4-3bc3-4e3b-896d-21954cf3688f,N014290,CLM-00975,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Sealant Front Windshield Glass 1,2399.25,2271.13,2271.13,28.0,635.92,40.0,908.45,1998.6,Pre-existing damage suspected,,,385,Replace,2025-11-03,SUR-22,GAR-124
DPRT-006430,260201c9-72fb-43be-b036-8a3f05952585,N014290,CLM-00975,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bumper Front Assembly,5648.12,5280.32,5280.32,28.0,1478.49,40.0,2112.13,4646.68,,Surveyor noted minor scratch,,341,Replace,2025-11-03,SUR-22,GAR-124
DPRT-006431,ade8e7d8-2f60-4781-b322-072fe19c0164,N014290,CLM-00975,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Bracket 2,505.45,471.43,471.43,28.0,132.0,5.0,23.57,579.86,Pre-existing damage suspected,,,319,Replace,2025-11-03,SUR-22,GAR-124
DPRT-006432,fbb2987b-03c9-478d-ac8e-056c0455af3e,N014290,CLM-00975,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Head Light Left,19620.08,17986.59,17986.59,18.0,3237.59,0.0,0.0,21224.18,Rush job,Surveyor noted minor scratch,,328,Replace,2025-11-03,SUR-22,GAR-124
DPRT-006433,495c248f-2fea-4857-a3e8-add018d66c4d,N014290,CLM-00976,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Bumper Rear Assembly,8105.24,7577.17,7577.17,18.0,1363.89,10.0,757.72,8183.34,,Customer escalated delay,,347,Replace,2025-11-03,SUR-27,GAR-137
DPRT-006434,aabca6b0-2d96-4f48-b97e-a2d080f641ad,N014290,CLM-00976,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Bracket 1,554.58,510.58,510.58,0.0,0.0,10.0,51.06,459.52,Part ordered late,Surveyor noted minor scratch,,360,Replace,2025-11-03,SUR-27,GAR-137
DPRT-006435,ec913b6e-9e00-40f5-968d-f0cc05cded7a,N014290,CLM-00976,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Tail Light Right,7118.34,6571.96,6571.96,28.0,1840.15,0.0,0.0,8412.11,,Customer escalated delay,,336,Replace,2025-11-03,SUR-27,GAR-137
DPRT-006436,6574e44c-ed81-46fd-9b32-3d511157ad74,N014290,CLM-00976,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Head Light Left,21689.22,20486.45,20486.45,28.0,5736.21,40.0,8194.58,18028.08,Part ordered late,Customer escalated delay,,328,Replace,2025-11-03,SUR-27,GAR-137
DPRT-006437,969a3fff-76f8-41f3-a3fc-60e2300c3886,N014290,CLM-00976,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Bumper Front Assembly,6607.52,6014.2,6014.2,28.0,1683.98,40.0,2405.68,5292.5,Rush job,Surveyor noted minor scratch,,341,Replace,2025-11-03,SUR-27,GAR-137
DPRT-006438,774165a4-2e84-499a-8b98-f84a65d17038,N014290,CLM-00976,HONDA,AMAZE,1.2 VXMT i-VTEC,1,Metalic Parts,Fender Panel Front Right,4786.32,4551.95,4551.95,28.0,1274.55,25.0,1137.99,4688.51,Rush job,,,194,Replace,2025-11-03,SUR-27,GAR-137
DPRT-006439,1cc7d768-fa1e-4195-a349-dc1d717b17a5,N014290,CLM-00976,HONDA,AMAZE,1.2 VXMT i-VTEC,3,Rubber Plastic Parts,Tail Light Left,7324.35,6788.09,6788.09,28.0,1900.67,40.0,2715.24,5973.52,Part ordered late,Customer escalated delay,,326,Replace,2025-11-03,SUR-27,GAR-137
DPRT-006440,4ed79486-41fd-4faf-81a6-e989c3ee7030,N161521,CLM-00977,MARUTI,ERTIGA,1.5 VXI CNG,3,Rubber Plastic Parts,Sealant Body 1,1958.96,1801.69,1801.69,0.0,0.0,40.0,720.68,1081.01,,Surveyor noted minor scratch,,352,Replace,2025-11-03,SUR-32,GAR-147
DPRT-006441,af4a65d5-9b5d-45be-aba2-e6d053d7d8c5,N161521,CLM-00977,MARUTI,ERTIGA,1.5 VXI CNG,4,Glass Parts,Windshield Glass Rear,10749.84,9822.34,9822.34,28.0,2750.26,40.0,3928.94,8643.66,,,,451,Replace,2025-11-03,SUR-32,GAR-147
DPRT-006442,f37e9139-cd16-44b8-b75b-5db839706d96,N161521,CLM-00977,MARUTI,ERTIGA,1.5 VXI CNG,1,Metalic Parts,Door Front Right,17677.76,16530.79,16530.79,28.0,4628.62,40.0,6612.32,14547.09,,,,198,Replace,2025-11-03,SUR-32,GAR-147
DPRT-006443,dca39ffd-4b8d-46de-a9ac-cf964f8ae00f,N161521,CLM-00977,MARUTI,ERTIGA,1.5 VXI CNG,3,Rubber Plastic Parts,Bumper Front Upper,4032.82,3732.34,3732.34,28.0,1045.06,40.0,1492.94,3284.46,,Customer escalated delay,,346,Replace,2025-11-03,SUR-32,GAR-147
DPRT-006444,725fe6a4-eb1f-481a-abb4-111795161ba5,N161521,CLM-00977,MARUTI,ERTIGA,1.5 VXI CNG,3,Rubber Plastic Parts,Bumper Rear Assembly,7293.58,6801.99,6801.99,28.0,1904.56,40.0,2720.8,5985.75,Part ordered late,Customer escalated delay,,347,Replace,2025-11-03,SUR-32,GAR-147
DPRT-006445,b831a38e-cefa-4797-bf5e-ef6358002084,N161521,CLM-00977,MARUTI,ERTIGA,1.5 VXI CNG,1,Metalic Parts,Fender Panel Front Left,4576.84,4175.8,4175.8,28.0,1169.22,40.0,1670.32,3674.7,Pre-existing damage suspected,,,171,Replace,2025-11-03,SUR-32,GAR-147
DPRT-006446,3df3e77f-f5ca-4a64-832b-04633c7720d4,N161521,CLM-00977,MARUTI,ERTIGA,1.5 VXI CNG,3,Rubber Plastic Parts,Fog Light Front Left,5438.3,5099.98,5099.98,0.0,0.0,0.0,0.0,5099.98,Rush job,Customer escalated delay,,313,Replace,2025-11-03,SUR-32,GAR-147
DPRT-006447,e060335a-1d14-4ebe-b881-54430952b581,N161521,CLM-00977,MARUTI,ERTIGA,1.5 VXI CNG,3,Rubber Plastic Parts,Bracket 1,500.64,458.35,458.35,28.0,128.34,10.0,45.84,540.85,Pre-existing damage suspected,Customer escalated delay,,360,Replace,2025-11-03,SUR-32,GAR-147
DPRT-006448,43d8a5c1-b01b-42e9-8178-032f823bfcb1,N161521,CLM-00977,MARUTI,ERTIGA,1.5 VXI CNG,3,Rubber Plastic Parts,Fender Wheel Well Lining|Guard|Cover Left,1278.82,1209.22,1209.22,28.0,338.58,40.0,483.69,1064.11,,Customer escalated delay,,317,Replace,2025-11-03,SUR-32,GAR-147
DPRT-006449,6022effc-7357-4071-8555-cb4120816b96,N161521,CLM-00977,MARUTI,ERTIGA,1.5 VXI CNG,3,Rubber Plastic Parts,Bracket Front Bumper Right,268.57,248.63,248.63,28.0,69.62,40.0,99.45,218.8,Pre-existing damage suspected,,,342,Replace,2025-11-03,SUR-32,GAR-147
DPRT-006450,1fee9612-68fd-426d-9d3b-683857bd2c80,N014289,CLM-00978,MARUTI,WAGON R,1.0 VXI,1,Metalic Parts,Fender Panel Front Left,4333.99,3984.89,3984.89,28.0,1115.77,40.0,1593.96,3506.7,Part ordered late,,,171,Replace,2025-11-03,SUR-45,GAR-165
DPRT-006451,c20ff0bb-dd31-438d-8203-8240acf91ea5,N014289,CLM-00978,MARUTI,WAGON R,1.0 VXI,3,Rubber Plastic Parts,Fender Wheel Well Lining|Guard|Cover Left,1249.89,1153.94,1153.94,28.0,323.1,0.0,0.0,1477.04,,Customer escalated delay,,317,Replace,2025-11-03,SUR-45,GAR-165
DPRT-006452,e1cb321b-1ae7-4e79-bdd4-c051794ff4d2,N014289,CLM-00978,MARUTI,WAGON R,1.0 VXI,3,Rubber Plastic Parts,Sealant Front Windshield Glass 1,2337.73,2215.97,2215.97,28.0,620.47,35.0,775.59,2060.85,Part ordered late,Customer escalated delay,,385,Replace,2025-11-03,SUR-45,GAR-165
DPRT-006453,f990c8fc-487b-4cd2-b36d-10d42294e3e9,N014289,CLM-00978,MARUTI,WAGON R,1.0 VXI,3,Rubber Plastic Parts,Moulding Front Windshield,939.7,856.13,856.13,18.0,154.1,40.0,342.45,667.78,,,,385,Replace,2025-11-03,SUR-45,GAR-165
DPRT-006454,d185dc7a-bcfa-4f96-91bd-fb0469ff3e1a,N014289,CLM-00978,MARUTI,WAGON R,1.0 VXI,3,Rubber Plastic Parts,Head Light Left,19049.35,17549.81,17549.81,28.0,4913.95,0.0,0.0,22463.76,,Customer escalated delay,,328,Replace,2025-11-03,SUR-45,GAR-165
DPRT-006455,01ae1311-fc6b-4960-9b29-1ad94591490a,N014289,CLM-00978,MARUTI,WAGON R,1.0 VXI,3,Rubber Plastic Parts,Grille Radiator Lower,2089.13,1966.82,1966.82,28.0,550.71,40.0,786.73,1730.8,,Customer escalated delay,,389,Replace,2025-11-03,SUR-45,GAR-165
DPRT-006456,bcd1ff72-27e1-48a5-a294-a145ffc73863,N014289,CLM-00978,MARUTI,WAGON R,1.0 VXI,3,Rubber Plastic Parts,Bumper Front Assembly,5600.46,5152.09,5152.09,28.0,1442.59,15.0,772.81,5821.87,Part ordered late,,,341,Replace,2025-11-03,SUR-45,GAR-165
DPRT-006457,74692606-60cd-4ef6-a7db-ad0fcddecb92,N014289,CLM-00978,MARUTI,WAGON R,1.0 VXI,1,Metalic Parts,Hinge Bonnet|Hood Left,954.74,874.55,874.55,18.0,157.42,40.0,349.82,682.15,Part ordered late,Customer escalated delay,,189,Replace,2025-11-03,SUR-45,GAR-165
DPRT-006458,ac7af38e-9334-4580-b90e-4ac380ce94dc,N014289,CLM-00978,MARUTI,WAGON R,1.0 VXI,3,Rubber Plastic Parts,Bracket Front Bumper Left,287.16,262.4,262.4,0.0,0.0,40.0,104.96,157.44,Rush job,Surveyor noted minor scratch,,324,Replace,2025-11-03,SUR-45,GAR-165
DPRT-006459,545b5d09-73fb-4bae-a4d2-2b1aacd5a411,N014289,CLM-00978,MARUTI,WAGON R,1.0 VXI,1,Metalic Parts,Bonnet|Hood Assembly,12643.27,11607.84,11607.84,28.0,3250.2,40.0,4643.14,10214.9,Pre-existing damage suspected,,,181,Replace,2025-11-03,SUR-45,GAR-165
DPRT-006460,6ae1a823-bb74-426d-a348-5125cf5ca489,N010976,CLM-00979,MARUTI,SWIFT,VXI,3,Rubber Plastic Parts,Bumper Front Assembly,5578.26,5237.01,5237.01,28.0,1466.36,40.0,2094.8,4608.57,Part ordered late,Surveyor noted minor scratch,,341,Replace,2025-11-03,SUR-57,GAR-184
DPRT-006461,6a5a8208-023b-4940-a9a8-b993072749d6,N010976,CLM-00979,MARUTI,SWIFT,VXI,3,Rubber Plastic Parts,Grille Radiator Upper,5259.44,4995.66,4995.66,0.0,0.0,5.0,249.78,4745.88,Rush job,Surveyor noted minor scratch,,384,Replace,2025-11-03,SUR-57,GAR-184
DPRT-006462,76c4ae61-71f9-4e94-9f3f-1ef87aba872c,N010976,CLM-00979,MARUTI,SWIFT,VXI,3,Rubber Plastic Parts,Grille Radiator Middle,6658.4,6263.51,6263.51,28.0,1753.78,0.0,0.0,8017.29,,,,339,Replace,2025-11-03,SUR-57,GAR-184
DPRT-006463,d8ae8a73-ed01-4418-8e1b-1fa461be05e1,N010976,CLM-00979,MARUTI,SWIFT,VXI,3,Rubber Plastic Parts,Grille Radiator Lower,2118.97,1999.24,1999.24,28.0,559.79,5.0,99.96,2459.07,,Customer escalated delay,,389,Replace,2025-11-03,SUR-57,GAR-184
DPRT-006464,0f16d8aa-779b-4a85-a652-dc7ebf7e45f6,N010976,CLM-00979,MARUTI,SWIFT,VXI,1,Metalic Parts,Apron Fender Left,9769.74,9089.25,9089.25,28.0,2544.99,40.0,3635.7,7998.54,Rush job,,,147,Replace,2025-11-03,SUR-57,GAR-184
DPRT-006465,c20dc54f-b456-455b-8603-3d50918675a9,N010976,CLM-00979,MARUTI,SWIFT,VXI,1,Metalic Parts,Fender Panel Front Right,4286.51,3963.72,3963.72,28.0,1109.84,40.0,1585.49,3488.07,Rush job,Customer escalated delay,,194,Replace,2025-11-03,SUR-57,GAR-184
DPRT-006466,653945b3-3529-41be-94c0-31efcad7cad3,N014289,CLM-00980,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Bumper Front Lower,4082.45,3741.22,3741.22,18.0,673.42,40.0,1496.49,2918.15,Part ordered late,Surveyor noted minor scratch,,335,Replace,2025-11-03,SUR-22,GAR-146
DPRT-006467,678b08ec-b331-4096-bf87-503c9c406150,N014289,CLM-00980,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Head Light Left,23375.04,21797.54,21797.54,28.0,6103.31,40.0,8719.02,19181.83,,Customer escalated delay,,328,Replace,2025-11-03,SUR-22,GAR-146
DPRT-006468,2a99f0c1-be67-49ec-806c-fc4a59cc068f,N014289,CLM-00980,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Bumper Front Upper,4778.42,4423.77,4423.77,28.0,1238.66,40.0,1769.51,3892.92,Rush job,Customer escalated delay,,346,Replace,2025-11-03,SUR-22,GAR-146
DPRT-006469,ec83b995-bbec-4d0a-8fb3-946d33753ecb,N014289,CLM-00980,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Radiator Assembly,9291.05,8762.32,8762.32,28.0,2453.45,40.0,3504.93,7710.84,Pre-existing damage suspected,,,342,Replace,2025-11-03,SUR-22,GAR-146
DPRT-006470,04808fa1-9cef-45a5-a7d9-f8a3b8a26cd0,N014289,CLM-00980,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Fog Light Front Left,6491.11,6044.78,6044.78,18.0,1088.06,40.0,2417.91,4714.93,Part ordered late,,,313,Replace,2025-11-03,SUR-22,GAR-146
DPRT-006471,8c1a03e4-c726-40bf-8ecb-0ac3e3e4a289,N014289,CLM-00980,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Radiator Cooling Fan Assembly,9572.85,8831.36,8831.36,28.0,2472.78,0.0,0.0,11304.14,,Customer escalated delay,,347,Replace,2025-11-03,SUR-22,GAR-146
DPRT-006472,6228da9e-63ef-497c-b9b6-5a5b381f736f,N161521,CLM-00981,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Head Light Right,18474.1,17057.71,17057.71,0.0,0.0,40.0,6823.08,10234.63,Pre-existing damage suspected,,,367,Replace,2025-11-03,SUR-20,GAR-124
DPRT-006473,b777905a-42ea-4191-a2ad-fdebc5b9cbfc,N161521,CLM-00981,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Fender Panel Front Left,4353.53,4090.02,4090.02,28.0,1145.21,40.0,1636.01,3599.22,Pre-existing damage suspected,Surveyor noted minor scratch,,171,Replace,2025-11-03,SUR-20,GAR-124
DPRT-006474,da1f5999-4b33-4658-9df8-6200c8a3ca2f,N161521,CLM-00981,MARUTI,WAGON R,1.0 LXI CNG,3,Rubber Plastic Parts,Grille Radiator Upper,5498.59,5044.32,5044.32,28.0,1412.41,40.0,2017.73,4439.0,Rush job,,,384,Replace,2025-11-03,SUR-20,GAR-124
DPRT-006475,bc4f0fb8-3017-43c1-95ae-1970369436ec,N161521,CLM-00981,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Fender Panel Front Right,4366.16,4002.32,4002.32,28.0,1120.65,40.0,1600.93,3522.04,Rush job,,,194,Replace,2025-11-03,SUR-20,GAR-124
DPRT-006476,4db0ebf8-033d-41b9-a759-489188142b2c,N161521,CLM-00981,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Hinge Bonnet|Hood Left,967.81,897.62,897.62,18.0,161.57,40.0,359.05,700.14,Pre-existing damage suspected,,,189,Replace,2025-11-03,SUR-20,GAR-124
DPRT-006477,bd06b8b1-221f-4913-b841-48de850afc08,N161521,CLM-00981,MARUTI,WAGON R,1.0 LXI CNG,4,Glass Parts,Windshield Glass Front,13696.4,13009.21,13009.21,28.0,3642.58,0.0,0.0,16651.79,,Surveyor noted minor scratch,,407,Replace,2025-11-03,SUR-20,GAR-124
DPRT-006478,f044eb48-9e69-4bab-b9fc-607abd4d55b7,N161521,CLM-00981,MARUTI,WAGON R,1.0 LXI CNG,1,Metalic Parts,Carrier Radiator Support Lower Member,2733.74,2546.57,2546.57,18.0,458.38,40.0,1018.63,1986.32,Rush job,Customer escalated delay,,161,Replace,2025-11-03,SUR-20,GAR-124
DPRT-006479,3d6c4132-c356-4053-98fb-1ba9d7fbf37a,N000706,CLM-00982,HONDA,AMAZE,1.5 SMT i-DTEC,1,Metalic Parts,Quarter Panel Rear Right,19924.46,18292.31,18292.31,18.0,3292.62,40.0,7316.92,14268.01,Pre-existing damage suspected,Surveyor noted minor scratch,,131,Replace,2025-11-03,SUR-57,GAR-188
DPRT-006480,ae002eb4-08b8-42a3-a443-87f229bd75a1,N000706,CLM-00982,HONDA,AMAZE,1.5 SMT i-DTEC,3,Rubber Plastic Parts,Sealant Rear Windshield Glass 1,2289.42,2112.6,2112.6,18.0,380.27,10.0,211.26,2281.61,,Customer escalated delay,,320,Replace,2025-11-03,SUR-57,GAR-188
DPRT-006481,73cde3eb-67bd-49eb-8009-5f2b61f1739a,N000706,CLM-00982,HONDA,AMAZE,1.5 SMT i-DTEC,3,Rubber Plastic Parts,Fog Light Front Right,5863.27,5503.65,5503.65,28.0,1541.02,40.0,2201.46,4843.21,,,,332,Replace,2025-11-03,SUR-57,GAR-188
DPRT-006482,48bfbde3-8f3d-4403-9639-060d4231ece7,N000706,CLM-00982,HONDA,AMAZE,1.5 SMT i-DTEC,3,Rubber Plastic Parts,Side Rear View Mirror Outer Assembly Right,9792.88,9143.88,9143.88,28.0,2560.29,0.0,0.0,11704.17,Rush job,Customer escalated delay,,304,Replace,2025-11-03,SUR-57,GAR-188
DPRT-006483,ef876f03-7f96-4d44-926f-01c4fa44fa22,N000706,CLM-00982,HONDA,AMAZE,1.5 SMT i-DTEC,3,Rubber Plastic Parts,Head Light Left,22620.99,20677.93,20677.93,18.0,3722.03,40.0,8271.17,16128.79,Pre-existing damage suspected,,,328,Replace,2025-11-03,SUR-57,GAR-188
DPRT-006484,6aaae642-a985-441e-8187-4b055ffad0e9,N000706,CLM-00982,HONDA,AMAZE,1.5 SMT i-DTEC,3,Rubber Plastic Parts,Moulding Front Windshield,1086.64,1008.72,1008.72,28.0,282.44,40.0,403.49,887.67,Part ordered late,Surveyor noted minor scratch,,385,Replace,2025-11-03,SUR-57,GAR-188
DPRT-006485,4c5d8549-8158-4308-bfcf-2fef425a7708,N000706,CLM-00982,HONDA,AMAZE,1.5 SMT i-DTEC,1,Metalic Parts,A Pillar Front Left,12243.92,11388.19,11388.19,18.0,2049.87,40.0,4555.28,8882.78,Part ordered late,Surveyor noted minor scratch,,199,Replace,2025-11-03,SUR-57,GAR-188
DPRT-006486,7901fed8-7a9a-476c-8894-f3cdce4161ef,N000706,CLM-00982,HONDA,AMAZE,1.5 SMT i-DTEC,1,Metalic Parts,Apron Fender Left,11138.74,10535.69,10535.69,28.0,2949.99,15.0,1580.35,11905.33,Rush job,Customer escalated delay,,147,Replace,2025-11-03,SUR-57,GAR-188
DPRT-006487,d42d3e2f-fff5-45f5-a88f-02ae015dce9b,N000706,CLM-00982,HONDA,AMAZE,1.5 SMT i-DTEC,3,Rubber Plastic Parts,Sealant Body 1,2150.56,2025.78,2025.78,0.0,0.0,0.0,0.0,2025.78,Part ordered late,Surveyor noted minor scratch,,352,Replace,2025-11-03,SUR-57,GAR-188
DPRT-006488,bc1d6b35-dfe5-4e79-b253-8cd27e0ef468,N000706,CLM-00982,HONDA,AMAZE,1.5 SMT i-DTEC,3,Rubber Plastic Parts,Bumper Rear Assembly,8206.41,7647.99,7647.99,28.0,2141.44,40.0,3059.2,6730.23,Part ordered late,,,347,Replace,2025-11-03,SUR-57,GAR-188
DPRT-006489,4f9e88d1-f43f-4f3f-afc9-70b0e4258c4c,N010977,CLM-00983,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 ZX AT 7 STR,3,Rubber Plastic Parts,Tail Light Left,8001.77,7568.65,7568.65,28.0,2119.22,40.0,3027.46,6660.41,Part ordered late,,,326,Replace,2025-11-03,SUR-40,GAR-125
DPRT-006490,e72a967a-ff59-4dcb-a394-bc1e6183f42d,N010977,CLM-00983,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 ZX AT 7 STR,1,Metalic Parts,Quarter Panel Rear Left,21962.86,20511.62,20511.62,0.0,0.0,25.0,5127.9,15383.72,Part ordered late,Customer escalated delay,,103,Replace,2025-11-03,SUR-40,GAR-125
